,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
1619,23.3,51.0,10.0,0.21,3.0,0.0,1,33,56,157
1620,17.3,37.0,11.0,0.21,4.0,0.0,2,33,55,154
1621,13.1,35.0,11.0,0.22,3.0,0.0,1,33,54,147
1622,12.5,29.0,11.0,0.24,4.0,0.0,1,34,53,139
1623,11.9,33.0,10.0,0.21,4.0,0.0,1,33,54,123
1624,8.8,29.0,10.0,0.22,5.0,0.0,1,32,57,123
1625,9.9,31.0,8.0,0.26,7.0,0.0,1,31,62,126
1626,8.5,24.0,6.0,0.33,9.0,0.0,1,30,68,126
1627,7.1,27.0,5.0,0.31,10.0,0.0,0,29,72,140
1628,7.3,27.0,6.0,0.31,9.0,0.0,0,29,73,149
1629,9.3,32.0,3.0,0.48,12.0,0.0,0,28,80,199
1630,11.3,32.0,2.0,0.73,11.0,0.0,0,27,84,255
1631,16.5,31.0,2.0,0.54,8.0,0.34,0,27,84,296
