Unnamed: 0,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD
273,2024-01-12 09:00:00,19.1,42.0,15.0,0.2,6.0,0.34,1.0,29,71,243.0
274,2024-01-12 10:00:00,17.9,38.0,20.0,0.15,5.0,0.34,1.0,31,60,120.0
275,2024-01-12 11:00:00,17.8,36.0,25.0,0.15,4.0,0.34,1.0,32,60,99.0
276,2024-01-12 12:00:00,15.4,30.0,24.0,0.14,3.0,0.34,1.0,32,57,104.0
277,2024-01-12 13:00:00,11.8,23.0,22.0,0.16,8.0,0.34,1.0,32,59,108.0
278,2024-01-12 14:00:00,14.8,29.0,26.0,0.19,4.0,0.34,1.0,33,55,91.0
279,2024-01-12 15:00:00,15.1,30.0,26.0,0.38,4.0,0.34,1.0,33,58,98.0
280,2024-01-12 16:00:00,20.4,42.0,18.0,0.28,7.11,0.34,1.0,31,62,121.0
281,2024-01-12 17:00:00,17.1,36.0,16.56,0.28,9.0,0.34,1.0,30,67,131.0
282,2024-01-12 18:00:00,18.9,40.0,14.0,0.35,11.0,0.34,1.0,28,74,139.0
283,2024-01-12 19:00:00,18.0,39.0,15.0,0.3,12.0,0.34,1.0,28,76,154.0
284,2024-01-12 20:00:00,17.1,37.0,15.0,0.33,9.0,0.34,1.0,27,80,197.0
285,2024-01-12 21:00:00,19.6,44.0,7.0,0.43,8.0,0.34,0.6,26,87,249.0
286,2024-01-12 22:00:00,19.1,43.0,9.0,0.33,6.0,0.34,0.6,26,89,245.0
287,2024-01-12 23:00:00,15.8,36.0,9.0,0.32,5.0,0.34,0.6,26,89,271.0
288,2024-01-13 00:00:00,20.4,46.0,11.0,0.27,4.0,0.34,0.6,25,89,244.0
289,2024-01-13 01:00:00,24.1,54.0,10.0,0.23,3.0,0.34,1.0,25,89,239.0
290,2024-01-13 02:00:00,21.3,48.0,9.0,0.22,2.0,1.0,0.6,25,90,228.0
291,2024-01-13 03:00:00,16.1,37.0,7.0,0.25,2.0,0.34,0.6,25,92,234.0
292,2024-01-13 04:00:00,16.6,38.0,6.0,0.3,3.0,0.34,0.6,24,92,209.0
293,2024-01-13 05:00:00,16.6,38.0,6.0,0.34,6.0,1.0,0.6,24,92,284.0
294,2024-01-13 06:00:00,18.6,43.0,5.0,0.4,9.0,1.0,0.6,24,92,204.0
295,2024-01-13 07:00:00,15.0,33.0,4.0,0.56,9.0,1.0,0.6,24,92,232.0
296,2024-01-13 08:00:00,16.0,33.0,15.0,0.39,9.0,0.34,1.0,26,84,238.0
297,2024-01-13 09:00:00,25.4,53.0,33.0,0.23,6.0,0.34,2.0,28,73,223.0
298,2024-01-13 10:00:00,22.9,47.0,38.0,0.22,5.0,0.34,1.0,29,69,198.0
299,2024-01-13 11:00:00,20.8,43.0,40.0,0.25,6.0,1.0,1.0,30,63,147.0
300,2024-01-13 12:00:00,21.4,43.0,40.0,0.22,6.0,1.0,2.0,31,61,151.0
301,2024-01-13 13:00:00,17.0,34.0,41.0,0.2,4.0,1.0,1.0,32,55,130.0
302,2024-01-13 14:00:00,15.3,29.0,37.0,0.38,7.0,0.34,2.0,32,56,140.0
303,2024-01-13 15:00:00,18.5,37.0,40.0,0.22,7.11,1.0,1.0,32,54,120.0
304,2024-01-13 16:00:00,15.2,31.0,16.56,0.23,7.0,1.0,1.0,32,54,127.0
305,2024-01-13 17:00:00,13.0,26.0,33.0,0.27,9.0,1.0,1.0,30,60,125.0
306,2024-01-13 18:00:00,20.3,44.0,25.0,0.31,14.0,1.0,1.0,28,66,137.0
307,2024-01-13 19:00:00,25.4,58.0,17.0,0.41,21.0,1.0,0.6,28,70,145.0
308,2024-01-13 20:00:00,22.2,51.0,9.0,0.56,19.0,1.0,0.6,26,81,214.0
309,2024-01-13 21:00:00,25.8,59.0,7.0,0.62,15.0,0.34,0.6,25,84,236.0
310,2024-01-13 22:00:00,26.1,60.0,2.0,0.67,12.0,0.34,0.6,24,89,248.0
311,2024-01-13 23:00:00,29.4,67.0,4.0,0.72,10.0,0.34,0.6,24,89,269.0
312,2024-01-14 00:00:00,32.2,73.0,6.0,0.61,8.0,0.34,0.6,24,90,259.0
313,2024-01-14 01:00:00,28.0,64.0,6.0,0.46,4.0,0.34,0.6,23,90,229.0
314,2024-01-14 02:00:00,29.5,68.0,6.0,0.29,3.0,0.34,0.6,23,91,233.0
315,2024-01-14 03:00:00,20.4,47.0,5.0,0.29,3.0,0.34,0.6,23,92,255.0
316,2024-01-14 04:00:00,18.1,42.0,7.0,0.27,3.0,1.0,0.6,23,91,274.0
317,2024-01-14 05:00:00,20.0,46.0,4.0,0.32,4.0,0.34,0.6,23,92,234.0
318,2024-01-14 06:00:00,19.7,45.0,2.0,0.38,6.0,1.0,0.6,23,92,242.0
319,2024-01-14 07:00:00,16.1,37.0,4.0,0.46,7.0,0.34,0.6,23,91,259.0
320,2024-01-14 08:00:00,14.1,31.0,20.0,0.37,7.0,0.34,0.6,26,80,276.0
321,2024-01-14 09:00:00,19.1,42.0,37.0,0.26,8.0,0.34,0.6,29,67,101.0
322,2024-01-14 10:00:00,22.9,47.0,40.0,0.26,5.0,1.0,1.0,31,61,89.0
323,2024-01-14 11:00:00,21.9,44.0,42.0,0.23,4.0,1.0,2.0,32,59,91.0
324,2024-01-14 12:00:00,18.3,35.0,47.0,0.23,3.0,1.0,2.0,32,55,90.0
325,2024-01-14 13:00:00,17.4,33.0,47.0,0.38,4.0,0.34,2.0,33,52,107.0
326,2024-01-14 14:00:00,17.3,34.0,46.0,0.21,7.11,1.0,1.0,32,53,112.0
327,2024-01-14 15:00:00,16.2,32.0,16.56,0.22,3.0,1.0,1.0,32,54,98.0
328,2024-01-14 16:00:00,14.5,28.0,43.0,0.24,5.0,1.0,1.0,31,57,110.0
329,2024-01-14 17:00:00,17.5,36.0,40.0,0.27,5.0,1.0,1.0,30,61,103.0
330,2024-01-14 18:00:00,21.5,47.0,32.0,0.33,10.0,1.0,1.0,28,68,127.0
331,2024-01-14 19:00:00,23.3,53.0,22.0,0.52,17.0,1.0,0.6,27,74,111.0
332,2024-01-14 20:00:00,19.7,45.0,17.0,0.53,19.0,1.0,0.6,27,78,133.0
333,2024-01-14 21:00:00,27.2,62.0,9.0,0.5,13.0,1.0,0.6,25,85,156.0
334,2024-01-14 22:00:00,22.3,51.0,4.0,0.7,11.0,1.0,0.6,25,89,256.0
335,2024-01-14 23:00:00,26.2,60.0,3.0,0.7,12.0,1.0,0.6,24,90,299.0
336,2024-01-15 00:00:00,27.1,62.0,1.0,0.75,13.0,1.0,0.6,24,90,254.0
337,2024-01-15 01:00:00,27.6,64.0,5.0,0.68,8.0,0.34,0.6,24,90,292.0
338,2024-01-15 02:00:00,32.3,74.0,6.0,0.64,6.0,0.34,0.6,24,91,269.0
339,2024-01-15 03:00:00,27.7,64.0,6.0,0.59,5.0,0.34,0.6,23,92,252.0
340,2024-01-15 04:00:00,25.0,57.0,5.0,0.59,5.0,0.34,0.6,23,92,267.0
341,2024-01-15 05:00:00,25.8,59.0,5.0,0.63,6.0,0.34,0.6,23,92,263.0
342,2024-01-15 06:00:00,26.0,60.0,2.0,0.75,10.0,0.34,0.6,23,93,231.0
343,2024-01-15 07:00:00,24.6,56.0,4.0,0.97,19.0,0.34,0.6,24,89,251.0
344,2024-01-15 08:00:00,27.9,63.0,18.0,0.72,14.0,0.34,0.6,27,80,252.0
345,2024-01-15 09:00:00,34.0,75.0,42.0,0.31,7.0,0.34,1.0,30,64,100.0
346,2024-01-15 10:00:00,26.3,55.0,47.0,0.27,4.0,0.34,1.0,31,59,77.0
347,2024-01-15 11:00:00,24.1,50.0,51.0,0.27,4.0,0.34,1.0,32,57,74.0
348,2024-01-15 12:00:00,25.0,52.0,60.0,0.38,3.0,0.34,1.0,33,53,82.0
349,2024-01-15 13:00:00,19.2,37.0,60.0,0.28,7.11,1.0,2.0,33,52,75.0
350,2024-01-15 14:00:00,21.8,42.0,16.56,0.3,7.0,1.0,2.0,32,55,59.0
351,2024-01-15 15:00:00,23.7,48.0,50.0,0.3,7.0,1.0,2.0,31,61,62.0
352,2024-01-15 16:00:00,28.9,60.0,40.0,0.42,14.0,1.0,2.0,30,66,50.0
353,2024-01-15 17:00:00,32.1,68.0,41.0,0.46,14.0,1.0,2.0,29,67,49.0
354,2024-01-15 18:00:00,28.4,61.0,38.0,0.48,15.0,1.0,1.0,29,69,31.0
355,2024-01-15 19:00:00,30.5,66.0,42.0,0.42,11.0,1.0,1.0,28,76,62.0
356,2024-01-15 20:00:00,28.4,58.0,40.0,0.22,3.0,1.0,2.0,24,97,169.0
357,2024-01-15 21:00:00,19.0,39.0,37.0,0.22,4.0,1.0,1.0,24,98,179.0
358,2024-01-15 22:00:00,12.8,27.0,39.0,0.22,2.0,1.0,1.0,23,98,283.0
359,2024-01-15 23:00:00,16.1,32.0,37.0,0.22,2.0,1.0,1.0,23,98,292.0
360,2024-01-16 00:00:00,12.5,24.0,37.0,0.28,3.0,1.0,1.0,24,98,342.0
361,2024-01-16 01:00:00,10.5,19.0,33.0,0.24,2.0,0.34,2.0,24,95,343.0
362,2024-01-16 02:00:00,10.4,20.0,28.0,0.26,4.0,0.34,1.0,24,91,344.0
363,2024-01-16 03:00:00,8.3,18.0,21.0,0.29,6.0,0.34,0.6,24,92,334.0
364,2024-01-16 04:00:00,10.9,22.0,17.0,0.26,3.0,0.34,1.0,24,95,211.0
365,2024-01-16 05:00:00,13.8,29.0,17.0,0.3,3.0,0.34,1.0,24,95,301.0
366,2024-01-16 06:00:00,11.5,26.0,12.0,0.41,8.0,0.34,0.6,24,93,326.0
367,2024-01-16 07:00:00,11.8,26.0,11.0,0.58,10.0,0.34,0.6,25,90,354.0
368,2024-01-16 08:00:00,14.7,31.0,22.0,0.53,9.0,0.34,1.0,28,77,352.0
369,2024-01-16 09:00:00,17.9,36.0,47.0,0.41,8.0,0.34,2.0,30,69,9.0
370,2024-01-16 10:00:00,20.6,42.0,55.0,0.36,6.0,0.34,2.0,30,66,56.0
371,2024-01-16 11:00:00,23.7,48.0,55.0,0.38,4.0,0.34,2.0,31,60,69.0
372,2024-01-16 12:00:00,18.7,38.0,46.0,0.3,7.11,1.0,1.0,29,75,75.0
373,2024-01-16 13:00:00,20.8,41.0,16.56,0.25,5.0,0.34,2.0,29,73,62.0
374,2024-01-16 14:00:00,20.6,42.0,39.0,0.32,8.0,1.0,2.0,29,70,26.0
375,2024-01-16 15:00:00,19.7,38.0,37.0,0.32,4.0,1.0,2.0,29,76,345.0
376,2024-01-16 16:00:00,19.1,39.0,32.0,0.34,7.0,1.0,2.0,29,75,348.0
377,2024-01-16 17:00:00,17.8,37.0,28.0,0.48,12.0,0.34,1.0,29,75,22.0
378,2024-01-16 18:00:00,15.4,33.0,22.0,0.56,17.0,0.34,1.0,28,78,23.0
379,2024-01-16 19:00:00,17.1,37.0,19.0,0.61,16.0,0.34,1.0,27,83,2.0
380,2024-01-16 20:00:00,18.1,40.0,13.0,0.59,15.0,0.34,0.6,27,86,330.0
381,2024-01-16 21:00:00,19.6,43.0,15.0,0.54,15.0,0.34,1.0,27,85,354.0
382,2024-01-16 22:00:00,18.8,43.0,17.0,0.47,10.0,0.34,0.6,27,85,3.0
383,2024-01-16 23:00:00,23.2,53.0,11.0,0.49,8.0,0.34,0.6,26,89,191.0
384,2024-01-17 00:00:00,20.6,45.0,27.0,0.35,4.0,0.34,0.6,26,89,143.0
385,2024-01-17 01:00:00,14.9,32.0,35.0,0.27,1.0,1.0,1.0,24,90,150.0
386,2024-01-17 02:00:00,14.9,33.0,26.0,0.28,2.0,1.0,1.0,24,93,298.0
387,2024-01-17 03:00:00,16.0,35.0,21.0,0.34,4.0,1.0,1.0,24,94,290.0
388,2024-01-17 04:00:00,17.2,39.0,14.0,0.47,8.0,1.0,0.6,24,94,303.0
389,2024-01-17 05:00:00,17.9,41.0,10.0,0.46,6.0,1.0,0.6,24,95,241.0
390,2024-01-17 06:00:00,16.7,38.0,6.0,0.59,10.0,1.0,0.6,24,96,286.0
391,2024-01-17 07:00:00,18.1,41.0,4.0,0.85,16.0,1.0,0.6,25,94,253.0
392,2024-01-17 08:00:00,21.1,47.0,13.0,0.57,14.0,1.0,0.6,28,80,185.0
393,2024-01-17 09:00:00,20.0,42.0,24.0,0.26,7.0,0.34,1.0,30,68,132.0
394,2024-01-17 10:00:00,16.8,33.0,29.0,0.38,5.0,0.34,1.0,31,63,129.0
395,2024-01-17 11:00:00,16.5,32.0,33.0,0.22,7.11,1.0,1.0,31,60,131.0
396,2024-01-17 12:00:00,12.4,23.0,16.56,0.22,4.0,1.0,1.0,32,58,122.0
397,2024-01-17 13:00:00,20.0,40.0,34.0,0.25,4.0,1.0,1.0,32,59,97.0
398,2024-01-17 14:00:00,15.0,29.0,31.0,0.25,4.0,1.0,1.0,32,60,125.0
399,2024-01-17 15:00:00,14.3,28.0,31.0,0.31,10.0,1.0,1.0,32,57,110.0
400,2024-01-17 16:00:00,19.0,38.0,29.0,0.37,15.0,1.0,1.0,32,60,95.0
401,2024-01-17 17:00:00,23.1,49.0,30.0,0.35,8.0,1.0,1.0,30,68,123.0
402,2024-01-17 18:00:00,23.3,52.0,24.0,0.43,11.0,1.0,1.0,28,77,64.0
403,2024-01-17 19:00:00,22.2,50.0,21.0,0.44,12.0,1.0,0.6,27,89,56.0
404,2024-01-17 20:00:00,20.8,48.0,15.0,0.47,12.0,1.0,0.6,26,98,171.0
405,2024-01-17 21:00:00,16.9,39.0,10.0,0.47,10.0,0.34,0.6,26,98,259.0
406,2024-01-17 22:00:00,18.8,43.0,6.0,0.5,8.0,1.0,0.6,25,97,254.0
407,2024-01-17 23:00:00,17.3,40.0,7.0,0.47,6.0,0.34,0.6,25,97,251.0
408,2024-01-18 00:00:00,16.8,39.0,9.0,0.42,5.0,0.34,0.6,25,96,266.0
409,2024-01-18 01:00:00,18.6,43.0,7.0,0.38,4.0,0.34,0.6,24,96,265.0
410,2024-01-18 02:00:00,16.8,39.0,6.0,0.38,3.0,0.34,0.6,24,96,238.0
411,2024-01-18 03:00:00,19.0,44.0,9.0,0.35,3.0,0.34,0.6,24,96,289.0
412,2024-01-18 04:00:00,17.9,41.0,7.0,0.42,5.0,0.34,0.6,24,96,310.0
413,2024-01-18 05:00:00,18.3,42.0,4.0,0.49,9.0,0.34,0.6,24,96,280.0
414,2024-01-18 06:00:00,22.3,51.0,4.0,0.73,13.0,0.34,0.6,24,96,330.0
415,2024-01-18 07:00:00,23.0,53.0,2.0,1.18,20.0,0.34,0.6,24,94,354.0
416,2024-01-18 08:00:00,29.3,65.0,13.0,0.6,16.0,0.34,1.0,28,81,351.0
417,2024-01-18 09:00:00,27.9,60.0,35.0,0.38,8.0,0.34,1.0,30,70,44.0
418,2024-01-18 10:00:00,22.5,47.0,40.0,0.24,7.11,0.34,1.0,31,65,76.0
419,2024-01-18 11:00:00,25.1,52.0,16.56,0.22,4.0,0.34,1.0,32,60,86.0
420,2024-01-18 12:00:00,18.3,38.0,33.0,0.27,8.0,0.34,1.0,29,72,87.0
421,2024-01-18 13:00:00,21.8,45.0,28.0,0.25,7.0,0.34,1.0,29,73,57.0
422,2024-01-18 14:00:00,20.1,41.0,27.0,0.22,7.0,0.34,1.0,31,62,74.0
423,2024-01-18 15:00:00,17.0,34.0,23.0,0.29,10.0,0.34,1.0,30,70,62.0
424,2024-01-18 16:00:00,22.7,46.0,21.0,0.27,8.0,0.34,2.0,31,64,69.0
425,2024-01-18 17:00:00,18.3,37.0,18.0,0.26,9.0,0.34,1.0,29,72,123.0
426,2024-01-18 18:00:00,14.7,30.0,17.0,0.26,9.0,0.34,1.0,26,90,79.0
427,2024-01-18 19:00:00,12.3,25.0,18.0,0.33,13.0,0.34,1.0,25,96,22.0
428,2024-01-18 20:00:00,11.6,23.0,22.0,0.26,8.0,0.34,1.0,25,95,333.0
429,2024-01-18 21:00:00,8.6,17.0,24.0,0.24,4.0,0.34,1.0,25,95,289.0
430,2024-01-18 22:00:00,11.2,25.0,21.0,0.24,6.0,0.34,0.6,25,96,37.0
431,2024-01-18 23:00:00,8.2,18.0,22.0,0.23,4.0,0.34,0.6,25,96,297.0
432,2024-01-19 00:00:00,7.8,15.0,23.0,0.22,4.0,0.34,1.0,24,97,310.0
433,2024-01-19 01:00:00,5.7,12.0,18.0,0.34,4.0,1.0,0.6,24,97,293.0
434,2024-01-19 02:00:00,8.2,16.0,20.0,0.3,3.0,1.0,1.0,24,97,308.0
435,2024-01-19 03:00:00,8.0,16.0,20.0,0.21,2.0,0.34,1.0,24,97,248.0
436,2024-01-19 04:00:00,6.0,12.0,20.0,0.22,2.0,1.0,1.0,24,97,266.0
437,2024-01-19 05:00:00,7.5,16.0,16.0,0.26,4.0,1.0,0.6,24,96,233.0
438,2024-01-19 06:00:00,7.0,14.0,13.0,0.33,7.0,0.34,1.0,24,95,240.0
439,2024-01-19 07:00:00,5.4,10.0,8.0,0.55,18.0,0.34,0.6,24,94,219.0
440,2024-01-19 08:00:00,5.1,9.0,14.0,0.38,12.0,0.34,1.0,25,92,258.0
441,2024-01-19 09:00:00,12.2,25.0,26.0,0.25,7.11,1.0,1.0,28,81,255.0
442,2024-01-19 10:00:00,9.8,19.0,16.56,0.25,5.0,0.34,0.6,29,72,334.0
443,2024-01-19 11:00:00,10.1,19.0,43.0,0.26,5.0,1.0,1.0,31,63,75.0
444,2024-01-19 12:00:00,10.9,20.0,44.0,0.25,3.0,1.0,1.0,32,59,73.0
445,2024-01-19 13:00:00,11.9,22.0,40.0,0.27,3.0,1.0,2.0,33,57,71.0
446,2024-01-19 14:00:00,13.9,26.0,36.0,0.27,4.0,1.0,2.0,33,59,75.0
447,2024-01-19 15:00:00,15.0,28.0,35.0,0.29,5.0,1.0,2.0,33,60,69.0
448,2024-01-19 16:00:00,13.8,27.0,29.0,0.35,9.0,1.0,1.0,31,66,79.0
449,2024-01-19 17:00:00,17.4,37.0,24.0,0.37,11.0,1.0,1.0,29,72,115.0
450,2024-01-19 18:00:00,16.2,35.0,19.0,0.43,13.0,1.0,1.0,28,75,139.0
451,2024-01-19 19:00:00,12.3,26.0,17.0,0.39,14.0,1.0,1.0,28,78,145.0
452,2024-01-19 20:00:00,17.0,37.0,22.0,0.35,12.0,1.0,1.0,27,80,162.0
453,2024-01-19 21:00:00,16.6,37.0,14.0,0.39,10.0,0.34,0.6,26,88,221.0
454,2024-01-19 22:00:00,15.8,36.0,9.0,0.36,7.0,0.34,0.6,25,91,208.0
455,2024-01-19 23:00:00,12.5,28.0,7.0,0.38,6.0,0.34,0.6,25,93,245.0
456,2024-01-20 00:00:00,13.6,30.0,10.0,0.34,4.0,0.34,0.6,25,92,233.0
457,2024-01-20 01:00:00,17.3,39.0,11.0,0.29,3.0,1.0,0.6,25,92,237.0
458,2024-01-20 02:00:00,14.2,32.0,9.0,0.3,2.0,1.0,0.6,24,93,244.0
459,2024-01-20 03:00:00,16.8,38.0,8.0,0.27,2.0,1.0,0.6,24,93,251.0
460,2024-01-20 04:00:00,14.4,33.0,7.0,0.3,3.0,1.0,0.6,24,93,283.0
461,2024-01-20 05:00:00,12.5,28.0,5.0,0.34,4.0,1.0,0.6,24,94,279.0
462,2024-01-20 06:00:00,12.5,28.0,3.0,0.39,4.0,1.0,0.6,23,95,254.0
463,2024-01-20 07:00:00,11.8,27.0,6.0,0.38,5.0,0.34,0.6,24,92,263.0
464,2024-01-20 08:00:00,11.5,25.0,15.0,0.39,7.11,1.0,0.6,27,82,248.0
465,2024-01-20 09:00:00,20.7,42.0,16.56,0.24,4.0,0.34,1.0,29,73,196.0
466,2024-01-20 10:00:00,17.9,36.0,32.0,0.21,3.0,1.0,1.0,30,66,168.0
467,2024-01-20 11:00:00,13.0,26.0,36.0,0.23,4.0,1.0,1.0,32,57,109.0
468,2024-01-20 12:00:00,13.6,27.0,38.0,0.24,4.0,1.0,1.0,32,57,127.0
469,2024-01-20 13:00:00,15.5,31.0,40.0,0.25,4.0,1.0,1.0,33,53,63.0
470,2024-01-20 14:00:00,13.8,26.0,47.0,0.27,4.0,1.0,1.0,34,46,69.0
471,2024-01-20 15:00:00,16.0,32.0,37.0,0.26,3.0,1.0,1.0,33,52,75.0
472,2024-01-20 16:00:00,17.3,36.0,35.0,0.26,4.0,1.0,1.0,33,54,90.0
473,2024-01-20 17:00:00,13.9,28.0,29.0,0.3,5.0,1.0,1.0,31,62,115.0
474,2024-01-20 18:00:00,22.0,48.0,20.0,0.35,8.0,1.0,1.0,29,70,127.0
475,2024-01-20 19:00:00,18.8,42.0,19.0,0.41,10.0,1.0,0.6,28,75,130.0
476,2024-01-20 20:00:00,16.8,39.0,12.0,0.49,12.0,1.0,0.6,27,81,134.0
477,2024-01-20 21:00:00,17.9,41.0,5.0,0.55,11.0,1.0,0.6,26,89,246.0
478,2024-01-20 22:00:00,20.6,47.0,4.0,0.65,8.0,1.0,0.6,25,91,268.0
479,2024-01-20 23:00:00,32.3,74.0,8.0,0.44,5.0,1.0,0.6,25,89,228.0
480,2024-01-21 00:00:00,20.5,46.0,7.0,0.36,4.0,0.34,0.6,25,92,247.0
481,2024-01-21 01:00:00,18.1,41.0,6.0,0.34,3.0,0.34,0.6,24,92,252.0
482,2024-01-21 02:00:00,17.5,39.0,7.0,0.31,2.0,1.0,0.6,24,92,251.0
483,2024-01-21 03:00:00,18.6,42.0,12.0,0.3,2.0,1.0,0.6,24,89,245.0
484,2024-01-21 04:00:00,16.2,37.0,10.0,0.33,3.0,1.0,0.6,23,91,281.0
485,2024-01-21 05:00:00,15.9,36.0,9.0,0.34,3.0,1.0,0.6,23,92,290.0
486,2024-01-21 06:00:00,15.2,35.0,4.0,0.38,6.0,0.34,0.6,23,93,278.0
487,2024-01-21 07:00:00,17.9,40.0,3.0,0.57,7.11,1.0,0.6,23,92,329.0
488,2024-01-21 08:00:00,19.3,40.0,16.56,0.48,10.0,0.34,1.0,26,79,333.0
489,2024-01-21 09:00:00,19.2,41.0,23.0,0.39,9.0,1.0,1.0,27,76,301.0
490,2024-01-21 10:00:00,24.6,54.0,31.0,0.3,6.0,1.0,1.0,29,72,275.0
491,2024-01-21 11:00:00,17.4,36.0,39.0,0.26,4.0,1.0,1.0,32,59,57.0
492,2024-01-21 12:00:00,19.1,40.0,36.0,0.25,4.0,1.0,1.0,32,57,71.0
493,2024-01-21 13:00:00,15.9,32.0,34.0,0.24,3.0,1.0,1.0,32,56,94.0
494,2024-01-21 14:00:00,13.7,27.0,32.0,0.24,3.0,1.0,1.0,33,55,62.0
495,2024-01-21 15:00:00,13.9,26.0,33.0,0.25,4.0,1.0,1.0,33,55,51.0
496,2024-01-21 16:00:00,11.3,20.0,32.0,0.24,3.0,1.0,2.0,32,56,65.0
497,2024-01-21 17:00:00,16.9,33.0,31.0,0.25,3.0,1.0,2.0,32,61,71.0
498,2024-01-21 18:00:00,19.5,42.0,25.0,0.3,6.0,1.0,1.0,29,73,99.0
499,2024-01-21 19:00:00,19.9,45.0,22.0,0.4,9.0,1.0,0.6,28,74,107.0
500,2024-01-21 20:00:00,16.8,39.0,17.0,0.44,12.0,1.0,0.6,27,80,69.0
501,2024-01-21 21:00:00,16.7,38.0,10.0,0.51,13.0,1.0,0.6,27,83,150.0
502,2024-01-21 22:00:00,17.8,41.0,10.0,0.42,8.0,1.0,0.6,26,87,285.0
503,2024-01-21 23:00:00,15.9,36.0,8.0,0.46,9.0,1.0,0.6,26,89,281.0
504,2024-01-22 00:00:00,17.1,39.0,5.0,0.44,6.0,1.0,0.6,25,92,262.0
505,2024-01-22 01:00:00,15.8,36.0,6.0,0.42,4.0,0.34,0.6,25,92,277.0
506,2024-01-22 02:00:00,19.0,44.0,7.0,0.36,2.0,0.34,0.6,24,92,247.0
507,2024-01-22 03:00:00,15.4,35.0,5.0,0.35,3.0,0.34,0.6,24,93,253.0
508,2024-01-22 04:00:00,16.6,38.0,5.0,0.38,3.0,0.34,0.6,24,93,288.0
509,2024-01-22 05:00:00,16.8,38.0,5.0,0.38,4.0,0.34,0.6,24,93,193.0
510,2024-01-22 06:00:00,12.3,27.0,4.0,0.46,7.11,0.34,0.6,24,92,315.0
511,2024-01-22 07:00:00,9.0,20.0,16.56,0.72,18.0,0.34,0.6,24,88,288.0
512,2024-01-22 08:00:00,13.3,30.0,7.0,0.65,18.0,0.34,0.6,27,80,252.0
513,2024-01-22 09:00:00,25.3,56.0,33.0,0.3,6.0,0.34,1.0,30,68,211.0
514,2024-01-22 10:00:00,21.5,46.0,44.0,0.28,4.0,0.34,1.0,31,59,126.0
515,2024-01-22 11:00:00,16.1,32.0,44.0,0.27,4.0,0.34,1.0,32,55,68.0
516,2024-01-22 12:00:00,13.9,27.0,41.0,0.27,4.0,0.34,1.0,33,52,68.0
517,2024-01-22 13:00:00,15.5,30.0,38.0,0.26,3.0,0.34,1.0,33,52,97.0
518,2024-01-22 14:00:00,16.9,31.0,34.0,0.26,3.0,0.34,2.0,33,55,70.0
519,2024-01-22 15:00:00,13.2,24.0,29.0,0.26,4.0,0.34,2.0,32,61,77.0
520,2024-01-22 16:00:00,22.2,45.0,25.0,0.3,8.0,0.34,1.0,31,65,88.0
521,2024-01-22 17:00:00,24.0,50.0,21.0,0.29,6.0,0.34,1.0,29,74,123.0
522,2024-01-22 18:00:00,18.3,36.0,17.0,0.25,7.0,0.34,2.0,28,74,147.0
523,2024-01-22 19:00:00,15.2,30.0,18.0,0.25,5.0,0.34,1.0,26,80,199.0
524,2024-01-22 20:00:00,13.5,27.0,18.0,0.22,4.0,0.34,1.0,26,83,217.0
525,2024-01-22 21:00:00,10.5,20.0,14.0,0.23,5.0,0.34,1.0,26,84,217.0
526,2024-01-22 22:00:00,8.1,15.0,14.0,0.23,3.0,0.34,1.0,25,86,221.0
527,2024-01-22 23:00:00,8.1,15.0,12.0,0.22,3.0,0.34,1.0,25,90,218.0
528,2024-01-23 00:00:00,9.8,20.0,9.0,0.21,2.0,0.34,1.0,25,90,224.0
529,2024-01-23 01:00:00,8.7,16.0,7.0,0.22,2.0,0.34,1.0,25,90,205.0
530,2024-01-23 02:00:00,10.0,20.0,6.0,0.21,2.0,1.0,1.0,25,89,216.0
531,2024-01-23 03:00:00,8.4,15.0,8.0,0.19,2.0,1.0,1.0,25,88,208.0
532,2024-01-23 04:00:00,7.0,13.0,8.0,0.38,3.0,0.34,1.0,25,88,212.0
533,2024-01-23 05:00:00,8.5,19.0,7.0,0.29,7.11,1.0,0.6,25,89,190.0
534,2024-01-23 06:00:00,6.3,14.0,16.56,0.38,7.0,1.0,0.6,25,92,297.0
535,2024-01-23 07:00:00,5.2,10.0,2.0,0.65,15.0,1.0,1.0,25,91,295.0
536,2024-01-23 08:00:00,6.2,13.0,3.0,0.62,13.0,0.34,0.6,26,87,264.0
537,2024-01-23 09:00:00,11.6,24.0,12.0,0.32,8.0,0.34,1.0,27,79,248.0
538,2024-01-23 10:00:00,16.6,33.0,22.0,0.21,5.0,0.34,1.0,28,72,229.0
539,2024-01-23 11:00:00,13.2,24.0,26.0,0.22,5.0,0.34,2.0,28,71,203.0
540,2024-01-23 12:00:00,10.3,18.0,27.0,0.2,4.0,0.34,1.0,29,67,183.0
541,2024-01-23 13:00:00,11.5,20.0,23.0,0.24,5.0,1.0,2.0,27,83,196.0
542,2024-01-23 14:00:00,12.5,25.0,17.0,0.24,6.0,1.0,1.0,27,81,195.0
543,2024-01-23 15:00:00,9.7,19.0,16.0,0.26,7.0,1.0,1.0,27,80,205.0
544,2024-01-23 16:00:00,11.6,22.0,13.0,0.31,12.0,1.0,2.0,27,83,222.0
545,2024-01-23 17:00:00,13.5,28.0,14.0,0.31,10.0,1.0,1.0,27,82,238.0
